lambda n k
961E-9 2.2467 6.11884E-4 
962E-9 2.24434 4.65079E-4 
963E-9 2.24202 3.39875E-4 
964E-9 2.23974 2.33857E-4 
965E-9 2.2375 1.50416E-4 
966E-9 2.23529 8.55198E-5 
967E-9 2.23312 3.88953E-5 
968E-9 2.23099 1.09836E-5 
969E-9 2.2289 0 
970E-9 2.22684 6.9138E-6 
971E-9 2.22482 2.89845E-5 
972E-9 2.22284 0 
973E-9 2.22089 0 
974E-9 2.21897 0 
975E-9 2.21709 0 
976E-9 2.21525 0 
977E-9 2.21344 0 
978E-9 2.21166 0 
979E-9 2.20992 0 
980E-9 2.20821 0 
981E-9 2.20653 0 
982E-9 2.20488 0 
983E-9 2.20327 0 
984E-9 2.20169 0 
985E-9 2.20014 0 
986E-9 2.19862 0 
987E-9 2.19714 0 
988E-9 2.19568 0 
989E-9 2.19426 0 
990E-9 2.19287 0 
991E-9 2.1915 0 
992E-9 2.19017 0 
993E-9 2.18887 0 
994E-9 2.1876 0 
995E-9 2.18637 0 
996E-9 2.18516 0 
997E-9 2.18398 0 
998E-9 2.18284 0 
999E-9 2.18173 0 
1000E-9 2.18066 0 
