lambda n k
888E-9 2.0188 0 
889E-9 2.01858 0 
890E-9 2.0183 0 
891E-9 2.01802 0 
892E-9 2.01779 0 
893E-9 2.01759 0 
894E-9 2.01734 0 
895E-9 2.01713 0 
896E-9 2.01691 0 
897E-9 2.01667 0 
898E-9 2.01647 0 
899E-9 2.01623 0 
900E-9 2.01594 0 
900E-9 0.13499 2.38153 
