lambda n k
648E-9 1.68543 0.00395 
649E-9 1.68516 0.00397 
650E-9 1.6849 0.00399 
651E-9 1.68464 0.00401 
652E-9 1.68437 0.00403 
653E-9 1.68411 0.00404 
654E-9 1.68385 0.00406 
655E-9 1.68358 0.00408 
656E-9 1.68332 0.0041 
657E-9 1.68305 0.00412 
658E-9 1.68279 0.00414 
659E-9 1.68253 0.00416 
660E-9 1.68226 0.00417 
661E-9 1.682 0.00419 
662E-9 1.68173 0.00421 
663E-9 1.68147 0.00423 
664E-9 1.68062 0.00425 
665E-9 1.67977 0.00427 
666E-9 1.67891 0.00429 
667E-9 1.67806 0.0043 
668E-9 1.67721 0.00432 
669E-9 1.67635 0.00434 
670E-9 1.6755 0.00436 
671E-9 1.67465 0.00438 
672E-9 1.67379 0.0044 
673E-9 1.67294 0.00441 
674E-9 1.67209 0.00443 
675E-9 1.67123 0.00446 
676E-9 1.67038 0.00451 
677E-9 1.66953 0.00456 
678E-9 1.66867 0.00461 
679E-9 1.66782 0.00466 
680E-9 1.66697 0.00471 
681E-9 1.66611 0.00476 
682E-9 1.6653 0.00481 
683E-9 1.66473 0.00486 
684E-9 1.66417 0.00491 
685E-9 1.6636 0.00496 
686E-9 1.66303 0.00501 
687E-9 1.66246 0.00506 
688E-9 1.66189 0.00511 
689E-9 1.66132 0.00515 
690E-9 1.66075 0.0052 
691E-9 1.66018 0.00525 
692E-9 1.65961 0.0053 
693E-9 1.65905 0.00535 
694E-9 1.65848 0.0054 
695E-9 1.65791 0.00545 
696E-9 1.65734 0.0055 
697E-9 1.65677 0.00555 
698E-9 1.6562 0.0056 
699E-9 1.65563 0.00565 
700E-9 1.65506 0.0057 
701E-9 1.65451 0.00575 
702E-9 1.65398 0.0058 
703E-9 1.65346 0.00585 
704E-9 1.65293 0.0059 
705E-9 1.65241 0.00595 
706E-9 1.65188 0.006 
707E-9 1.65135 0.00605 
708E-9 1.65083 0.0061 
709E-9 1.6503 0.00615 
710E-9 1.64978 0.0062 
711E-9 1.64925 0.00624 
712E-9 1.64873 0.00629 
713E-9 1.6482 0.00634 
714E-9 1.64768 0.00639 
715E-9 1.64715 0.00643 
716E-9 1.64663 0.00648 
717E-9 1.6461 0.00653 
718E-9 1.64558 0.00657 
719E-9 1.64505 0.00662 
720E-9 1.64452 0.00667 
721E-9 1.644 0.00671 
722E-9 1.64356 0.00676 
723E-9 1.64314 0.00681 
724E-9 1.64271 0.00686 
725E-9 1.64228 0.0069 
726E-9 1.64186 0.00695 
727E-9 1.64143 0.007 
728E-9 1.641 0.00704 
729E-9 1.64057 0.00709 
730E-9 1.64015 0.00714 
731E-9 1.63972 0.00719 
732E-9 1.63929 0.00723 
733E-9 1.63886 0.00728 
734E-9 1.63844 0.00733 
735E-9 1.63801 0.00737 
736E-9 1.63758 0.00742 
737E-9 1.63716 0.00747 
738E-9 1.63673 0.00751 
739E-9 1.6363 0.00756 
740E-9 1.63587 0.00761 
741E-9 1.63545 0.00766 
742E-9 1.63502 0.0077 
743E-9 1.63459 0.00777 
744E-9 1.63416 0.00783 
745E-9 1.63374 0.0079 
746E-9 1.63331 0.00797 
747E-9 1.63288 0.00804 
748E-9 1.63246 0.00811 
749E-9 1.63203 0.00818 
750E-9 1.6316 0.00825 
751E-9 1.63117 0.00832 
752E-9 1.63075 0.00839 
753E-9 1.63032 0.00846 
754E-9 1.62989 0.00853 
755E-9 1.62947 0.0086 
756E-9 1.62904 0.00867 
757E-9 1.62861 0.00874 
758E-9 1.62818 0.00881 
759E-9 1.62776 0.00888 
760E-9 1.62733 0.00895 
761E-9 1.6269 0.00901 
762E-9 1.62647 0.00908 
763E-9 1.62605 0.00915 
764E-9 1.62562 0.00922 
765E-9 1.62519 0.00929 
766E-9 1.62477 0.00936 
767E-9 1.62434 0.00943 
768E-9 1.62391 0.0095 
769E-9 1.62348 0.00957 
770E-9 1.62306 0.00964 
771E-9 1.62263 0.00971 
772E-9 1.62237 0.00978 
773E-9 1.62217 0.00985 
774E-9 1.62197 0.00992 
775E-9 1.62177 0.00999 
776E-9 1.62157 0.01007 
777E-9 1.62137 0.01015 
778E-9 1.62116 0.01023 
779E-9 1.62096 0.01031 
780E-9 1.62076 0.01039 
781E-9 1.62056 0.01047 
782E-9 1.62036 0.01056 
783E-9 1.62016 0.01064 
784E-9 1.61996 0.01072 
785E-9 1.61976 0.0108 
786E-9 1.61956 0.01088 
787E-9 1.61935 0.01096 
788E-9 1.61915 0.01105 
789E-9 1.61895 0.01113 
790E-9 1.61875 0.01121 
791E-9 1.61855 0.01129 
792E-9 1.61835 0.01137 
793E-9 1.61815 0.01146 
794E-9 1.61795 0.01154 
795E-9 1.61775 0.01162 
796E-9 1.61754 0.0117 
797E-9 1.61734 0.01178 
798E-9 1.61716 0.01186 
799E-9 1.61716 0.01195 
800E-9 1.61716 0.01203 
801E-9 1.61716 0.01211 
802E-9 1.61716 0.01219 
803E-9 1.61716 0.01227 
804E-9 1.61716 0.01239 
805E-9 1.61716 0.01252 
806E-9 1.61716 0.01264 
807E-9 1.61716 0.01276 
808E-9 1.61716 0.01289 
809E-9 1.61716 0.01301 
810E-9 1.61716 0.01313 
811E-9 1.61716 0.01326 
812E-9 1.61716 0.01338 
813E-9 1.61716 0.0135 
814E-9 1.61716 0.01363 
815E-9 1.61716 0.01375 
816E-9 1.61716 0.01387 
817E-9 1.61716 0.014 
818E-9 1.61716 0.01412 
819E-9 1.61716 0.01424 
820E-9 1.61716 0.01437 
821E-9 1.61716 0.01449 
822E-9 1.61706 0.01461 
823E-9 1.61688 0.01474 
824E-9 1.6167 0.01486 
825E-9 1.61652 0.01498 
826E-9 1.61634 0.01511 
827E-9 1.61616 0.01523 
828E-9 1.61597 0.01535 
829E-9 1.61579 0.01548 
830E-9 1.61561 0.01558 
831E-9 1.61543 0.01566 
832E-9 1.61525 0.01574 
833E-9 1.61507 0.01583 
834E-9 1.61489 0.01591 
835E-9 1.61471 0.01599 
836E-9 1.61453 0.01608 
837E-9 1.61435 0.01616 
838E-9 1.61417 0.01624 
839E-9 1.61399 0.01633 
840E-9 1.61381 0.01641 
841E-9 1.61363 0.0165 
842E-9 1.61345 0.01658 
843E-9 1.61327 0.01666 
844E-9 1.61309 0.01675 
845E-9 1.61291 0.01683 
846E-9 1.61272 0.01691 
847E-9 1.61254 0.017 
848E-9 1.61236 0.01708 
849E-9 1.61218 0.01716 
850E-9 1.612 0.01725 
851E-9 1.61182 0.01733 
852E-9 1.61164 0.01742 
853E-9 1.61145 0.0175 
854E-9 1.61117 0.01758 
855E-9 1.6109 0.01767 
856E-9 1.61063 0.01775 
857E-9 1.61035 0.01783 
858E-9 1.61008 0.01792 
859E-9 1.6098 0.018 
860E-9 1.60953 0.01808 
861E-9 1.60926 0.01818 
862E-9 1.60898 0.0183 
863E-9 1.60871 0.01842 
864E-9 1.60844 0.01854 
865E-9 1.60816 0.01865 
866E-9 1.60789 0.01877 
867E-9 1.60761 0.01889 
868E-9 1.60734 0.01901 
869E-9 1.60707 0.01913 
870E-9 1.60679 0.01925 
871E-9 1.60652 0.01936 
872E-9 1.60625 0.01948 
873E-9 1.60597 0.0196 
874E-9 1.6057 0.01972 
875E-9 1.60542 0.01984 
876E-9 1.60515 0.01996 
877E-9 1.60488 0.02007 
878E-9 1.6046 0.02019 
879E-9 1.60433 0.02031 
880E-9 1.60405 0.02043 
881E-9 1.60378 0.02055 
882E-9 1.60351 0.02067 
883E-9 1.60323 0.02078 
884E-9 1.60296 0.0209 
885E-9 1.60269 0.02102 
886E-9 1.60241 0.02116 
887E-9 1.60214 0.0213 
888E-9 1.60186 0.02144 
889E-9 1.60159 0.02158 
890E-9 1.60132 0.02172 
891E-9 1.60104 0.02187 
892E-9 1.60077 0.02201 
893E-9 1.60077 0.02215 
894E-9 1.60077 0.02229 
895E-9 1.60077 0.02243 
896E-9 1.60077 0.02257 
897E-9 1.60077 0.02272 
898E-9 1.60077 0.02286 
899E-9 1.60077 0.023 
900E-9 1.60077 0.02314 
901E-9 1.60077 0.02328 
902E-9 1.60077 0.02343 
903E-9 1.60077 0.02357 
904E-9 1.60077 0.02371 
905E-9 1.60077 0.02385 
906E-9 1.60077 0.02399 
907E-9 1.60077 0.02414 
908E-9 1.60077 0.02428 
909E-9 1.60077 0.02443 
910E-9 1.60077 0.02459 
911E-9 1.60077 0.02476 
912E-9 1.60077 0.02492 
913E-9 1.60077 0.02508 
914E-9 1.60077 0.02524 
915E-9 1.60077 0.0254 
916E-9 1.60077 0.02557 
917E-9 1.60077 0.02573 
918E-9 1.60077 0.02589 
919E-9 1.60077 0.02605 
920E-9 1.60077 0.02621 
921E-9 1.60077 0.02637 
922E-9 1.60077 0.02654 
923E-9 1.60077 0.0267 
924E-9 1.60077 0.02686 
925E-9 1.60077 0.02702 
926E-9 1.60077 0.02718 
927E-9 1.60077 0.02735 
928E-9 1.60077 0.02751 
929E-9 1.60077 0.02767 
930E-9 1.60077 0.02784 
931E-9 1.60077 0.028 
932E-9 1.60077 0.02816 
933E-9 1.60077 0.02833 
934E-9 1.60077 0.02849 
935E-9 1.60077 0.02865 
936E-9 1.60077 0.02882 
937E-9 1.60077 0.02898 
938E-9 1.60077 0.02914 
939E-9 1.60077 0.02931 
940E-9 1.60077 0.02947 
941E-9 1.60077 0.02963 
942E-9 1.60077 0.0298 
943E-9 1.60077 0.02996 
944E-9 1.60077 0.03013 
945E-9 1.60077 0.03029 
946E-9 1.60077 0.03045 
947E-9 1.60077 0.03062 
948E-9 1.60077 0.03078 
949E-9 1.60077 0.03094 
950E-9 1.60077 0.03111 
951E-9 1.60077 0.03127 
952E-9 1.60077 0.03143 
953E-9 1.60077 0.0316 
954E-9 1.60077 0.03176 
955E-9 1.60077 0.03196 
956E-9 1.60077 0.03217 
957E-9 1.60077 0.03237 
958E-9 1.60077 0.03258 
959E-9 1.60077 0.03279 
960E-9 1.60077 0.033 
961E-9 1.60077 0.03321 
962E-9 1.60077 0.03342 
963E-9 1.60077 0.03363 
964E-9 1.60077 0.03384 
965E-9 1.60077 0.03404 
966E-9 1.60077 0.03425 
967E-9 1.60077 0.03446 
968E-9 1.60077 0.03467 
969E-9 1.60077 0.03488 
970E-9 1.60077 0.03509 
971E-9 1.60077 0.0353 
972E-9 1.60077 0.0355 
973E-9 1.60077 0.03571 
974E-9 1.60077 0.03592 
975E-9 1.60077 0.03613 
976E-9 1.60077 0.03634 
977E-9 1.60077 0.03655 
978E-9 1.60077 0.03676 
979E-9 1.60077 0.03696 
980E-9 1.60077 0.03717 
981E-9 1.60077 0.03738 
982E-9 1.60077 0.03759 
983E-9 1.60077 0.0378 
984E-9 1.60077 0.038 
985E-9 1.60077 0.03815 
986E-9 1.60077 0.0383 
987E-9 1.60077 0.03845 
988E-9 1.60077 0.0386 
989E-9 1.60077 0.03875 
990E-9 1.60077 0.03889 
991E-9 1.60077 0.03904 
992E-9 1.60077 0.03919 
993E-9 1.60077 0.03934 
994E-9 1.60077 0.03949 
995E-9 1.60077 0.03964 
996E-9 1.60077 0.03979 
997E-9 1.60077 0.03994 
998E-9 1.60077 0.04008 
999E-9 1.60077 0.04023 
1000E-9 1.60077 0.04038 
