lambda n k
740E-9 1.62932 0.00726 
741E-9 1.62923 0.00728 
742E-9 1.62914 0.0073 
743E-9 1.62905 0.00731 
744E-9 1.62896 0.00733 
745E-9 1.62888 0.00735 
746E-9 1.62879 0.00737 
747E-9 1.6287 0.00739 
748E-9 1.62861 0.00741 
749E-9 1.62852 0.00743 
750E-9 1.62843 0.00745 
751E-9 1.62834 0.00747 
752E-9 1.62826 0.00749 
753E-9 1.62817 0.00751 
754E-9 1.62808 0.00753 
755E-9 1.628 0.00755 
756E-9 1.62791 0.00757 
757E-9 1.62783 0.00759 
758E-9 1.62774 0.00761 
759E-9 1.62766 0.00762 
760E-9 1.62757 0.00764 
761E-9 1.62749 0.00766 
762E-9 1.62741 0.00768 
763E-9 1.62733 0.0077 
764E-9 1.62725 0.00772 
765E-9 1.62716 0.00774 
766E-9 1.62708 0.00776 
767E-9 1.627 0.00778 
768E-9 1.62692 0.0078 
769E-9 1.62684 0.00782 
770E-9 1.62676 0.00784 
771E-9 1.62668 0.00786 
772E-9 1.6266 0.00788 
773E-9 1.62652 0.0079 
774E-9 1.62644 0.00792 
775E-9 1.62636 0.00794 
776E-9 1.62628 0.00796 
777E-9 1.62621 0.00798 
778E-9 1.62613 0.00799 
779E-9 1.62605 0.00801 
780E-9 1.62597 0.00803 
781E-9 1.62589 0.00805 
782E-9 1.62582 0.00807 
783E-9 1.62574 0.00809 
784E-9 1.62567 0.00811 
785E-9 1.62559 0.00813 
786E-9 1.62552 0.00815 
787E-9 1.62544 0.00817 
788E-9 1.62536 0.00819 
789E-9 1.62529 0.00821 
790E-9 1.62521 0.00823 
791E-9 1.62514 0.00825 
792E-9 1.62506 0.00827 
793E-9 1.62499 0.00829 
794E-9 1.62492 0.00831 
795E-9 1.62484 0.00833 
796E-9 1.62477 0.00835 
797E-9 1.6247 0.00837 
798E-9 1.62462 0.00839 
799E-9 1.62455 0.00841 
800E-9 1.62448 0.00843 
801E-9 1.62441 0.00845 
802E-9 1.62433 0.00847 
803E-9 1.62426 0.00849 
804E-9 1.62419 0.00851 
805E-9 1.62412 0.00853 
806E-9 1.62405 0.00855 
807E-9 1.62398 0.00857 
808E-9 1.6239 0.00859 
809E-9 1.62383 0.00861 
810E-9 1.62376 0.00863 
811E-9 1.62369 0.00865 
812E-9 1.62362 0.00868 
813E-9 1.62355 0.0087 
814E-9 1.62348 0.00872 
815E-9 1.62341 0.00874 
816E-9 1.62334 0.00876 
817E-9 1.62327 0.00878 
818E-9 1.6232 0.0088 
819E-9 1.62313 0.00882 
820E-9 1.62306 0.00884 
821E-9 1.62299 0.00886 
822E-9 1.62292 0.00889 
823E-9 1.62285 0.00891 
824E-9 1.62279 0.00893 
825E-9 1.62272 0.00895 
826E-9 1.62265 0.00897 
827E-9 1.62258 0.00899 
828E-9 1.62251 0.00901 
829E-9 1.62244 0.00903 
830E-9 1.62237 0.00906 
831E-9 1.62231 0.00908 
832E-9 1.62224 0.0091 
833E-9 1.62217 0.00912 
834E-9 1.6221 0.00914 
835E-9 1.62203 0.00917 
836E-9 1.62197 0.00919 
837E-9 1.6219 0.00921 
838E-9 1.62183 0.00923 
839E-9 1.62176 0.00925 
840E-9 1.62169 0.00928 
841E-9 1.62163 0.0093 
842E-9 1.62156 0.00932 
843E-9 1.62149 0.00934 
844E-9 1.62143 0.00937 
845E-9 1.62136 0.00939 
846E-9 1.62129 0.00941 
847E-9 1.62123 0.00944 
848E-9 1.62116 0.00946 
849E-9 1.62109 0.00948 
850E-9 1.62102 0.0095 
851E-9 1.62096 0.00953 
852E-9 1.62089 0.00955 
853E-9 1.62082 0.00957 
854E-9 1.62076 0.0096 
855E-9 1.62069 0.00962 
856E-9 1.62062 0.00964 
857E-9 1.62056 0.00967 
858E-9 1.62049 0.00969 
859E-9 1.62042 0.00972 
860E-9 1.62036 0.00974 
861E-9 1.62029 0.00976 
862E-9 1.62023 0.00979 
863E-9 1.62016 0.00981 
864E-9 1.62009 0.00984 
865E-9 1.62003 0.00986 
866E-9 1.61996 0.00989 
867E-9 1.61989 0.00991 
868E-9 1.61983 0.00993 
869E-9 1.61976 0.00996 
870E-9 1.6197 0.00998 
871E-9 1.61963 0.01001 
872E-9 1.61956 0.01003 
873E-9 1.6195 0.01006 
874E-9 1.61943 0.01009 
875E-9 1.61936 0.01011 
876E-9 1.6193 0.01014 
877E-9 1.61923 0.01016 
878E-9 1.61917 0.01019 
879E-9 1.6191 0.01021 
880E-9 1.61903 0.01024 
881E-9 1.61897 0.01026 
882E-9 1.6189 0.01029 
883E-9 1.61884 0.01032 
884E-9 1.61877 0.01034 
885E-9 1.6187 0.01037 
886E-9 1.61864 0.0104 
887E-9 1.61857 0.01042 
888E-9 1.61851 0.01045 
889E-9 1.61844 0.01048 
890E-9 1.61837 0.0105 
891E-9 1.61831 0.01053 
892E-9 1.61824 0.01056 
893E-9 1.61817 0.01059 
894E-9 1.61811 0.01061 
895E-9 1.61804 0.01064 
896E-9 1.61797 0.01067 
897E-9 1.61791 0.0107 
898E-9 1.61784 0.01073 
899E-9 1.61778 0.01075 
900E-9 1.61771 0.01078 
