lambda n k
566E-9 1.96947 0.10959 
567E-9 1.96909 0.10919 
568E-9 1.96871 0.1088 
569E-9 1.96833 0.1084 
570E-9 1.96796 0.10801 
571E-9 1.96758 0.10763 
572E-9 1.96721 0.10724 
573E-9 1.96684 0.10686 
574E-9 1.96647 0.10647 
575E-9 1.96611 0.1061 
576E-9 1.96574 0.10572 
577E-9 1.96538 0.10534 
578E-9 1.96502 0.10497 
579E-9 1.96466 0.1046 
580E-9 1.96431 0.10423 
581E-9 1.96395 0.10386 
582E-9 1.9636 0.1035 
583E-9 1.96324 0.10313 
584E-9 1.96289 0.10277 
585E-9 1.96254 0.10241 
586E-9 1.9622 0.10205 
587E-9 1.96185 0.1017 
588E-9 1.96151 0.10134 
589E-9 1.96117 0.10099 
590E-9 1.96083 0.10064 
591E-9 1.96049 0.10029 
592E-9 1.96015 0.09994 
593E-9 1.95981 0.0996 
594E-9 1.95948 0.09926 
595E-9 1.95915 0.09892 
596E-9 1.95881 0.09858 
597E-9 1.95848 0.09824 
598E-9 1.95816 0.0979 
599E-9 1.95783 0.09757 
600E-9 1.9575 0.09723 
601E-9 1.95718 0.0969 
602E-9 1.95686 0.09657 
603E-9 1.95654 0.09625 
604E-9 1.95622 0.09592 
605E-9 1.9559 0.0956 
606E-9 1.95558 0.09527 
607E-9 1.95527 0.09495 
608E-9 1.95495 0.09463 
609E-9 1.95464 0.09431 
610E-9 1.95433 0.094 
611E-9 1.95402 0.09368 
612E-9 1.95371 0.09337 
613E-9 1.9534 0.09306 
614E-9 1.9531 0.09275 
615E-9 1.95279 0.09244 
616E-9 1.95249 0.09213 
617E-9 1.95219 0.09183 
618E-9 1.95189 0.09152 
619E-9 1.95159 0.09122 
620E-9 1.95129 0.09092 
621E-9 1.951 0.09062 
622E-9 1.9507 0.09032 
623E-9 1.95041 0.09002 
624E-9 1.95011 0.08973 
625E-9 1.94982 0.08943 
626E-9 1.94953 0.08914 
627E-9 1.94924 0.08885 
628E-9 1.94896 0.08856 
629E-9 1.94867 0.08827 
630E-9 1.94839 0.08798 
631E-9 1.9481 0.0877 
632E-9 1.94782 0.08741 
633E-9 1.94754 0.08713 
634E-9 1.94726 0.08685 
635E-9 1.94698 0.08657 
636E-9 1.9467 0.08629 
637E-9 1.94642 0.08601 
638E-9 1.94615 0.08574 
639E-9 1.94587 0.08546 
640E-9 1.9456 0.08519 
641E-9 1.94533 0.08491 
642E-9 1.94505 0.08464 
643E-9 1.94478 0.08437 
644E-9 1.94452 0.0841 
645E-9 1.94425 0.08384 
646E-9 1.94398 0.08357 
647E-9 1.94372 0.0833 
648E-9 1.94345 0.08304 
649E-9 1.94319 0.08278 
650E-9 1.94292 0.08252 
651E-9 1.94266 0.08226 
652E-9 1.9424 0.082 
653E-9 1.94214 0.08174 
654E-9 1.94189 0.08148 
655E-9 1.94163 0.08123 
656E-9 1.94137 0.08097 
657E-9 1.94112 0.08072 
658E-9 1.94086 0.08047 
659E-9 1.94061 0.08022 
660E-9 1.94036 0.07997 
661E-9 1.94011 0.07972 
662E-9 1.93986 0.07947 
663E-9 1.93961 0.07922 
664E-9 1.93936 0.07898 
665E-9 1.93911 0.07873 
666E-9 1.93886 0.07849 
667E-9 1.93862 0.07825 
668E-9 1.93838 0.07801 
669E-9 1.93813 0.07777 
670E-9 1.93789 0.07753 
671E-9 1.93765 0.07729 
672E-9 1.93741 0.07705 
673E-9 1.93717 0.07682 
674E-9 1.93693 0.07658 
675E-9 1.93669 0.07635 
676E-9 1.93645 0.07611 
677E-9 1.93622 0.07588 
678E-9 1.93598 0.07565 
679E-9 1.93575 0.07542 
680E-9 1.93552 0.07519 
681E-9 1.93528 0.07496 
682E-9 1.93505 0.07474 
683E-9 1.93482 0.07451 
684E-9 1.93459 0.07429 
685E-9 1.93436 0.07406 
686E-9 1.93413 0.07384 
687E-9 1.93391 0.07362 
688E-9 1.93368 0.0734 
689E-9 1.93346 0.07318 
690E-9 1.93323 0.07296 
691E-9 1.93301 0.07274 
692E-9 1.93278 0.07252 
693E-9 1.93256 0.0723 
694E-9 1.93234 0.07209 
695E-9 1.93212 0.07187 
696E-9 1.9319 0.07166 
697E-9 1.93168 0.07145 
698E-9 1.93146 0.07123 
699E-9 1.93125 0.07102 
700E-9 1.93103 0.07081 
701E-9 1.93081 0.0706 
702E-9 1.9306 0.0704 
703E-9 1.93038 0.07019 
704E-9 1.93017 0.06998 
705E-9 1.92996 0.06978 
706E-9 1.92975 0.06957 
707E-9 1.92954 0.06937 
708E-9 1.92933 0.06916 
709E-9 1.92912 0.06896 
710E-9 1.92891 0.06876 
711E-9 1.9287 0.06856 
712E-9 1.92849 0.06836 
713E-9 1.92829 0.06816 
714E-9 1.92808 0.06796 
715E-9 1.92787 0.06776 
716E-9 1.92767 0.06756 
717E-9 1.92747 0.06737 
718E-9 1.92726 0.06717 
719E-9 1.92706 0.06698 
720E-9 1.92686 0.06679 
721E-9 1.92666 0.06659 
722E-9 1.92646 0.0664 
723E-9 1.92626 0.06621 
724E-9 1.92606 0.06602 
725E-9 1.92586 0.06583 
726E-9 1.92567 0.06564 
727E-9 1.92547 0.06545 
728E-9 1.92527 0.06526 
729E-9 1.92508 0.06508 
730E-9 1.92488 0.06489 
731E-9 1.92469 0.0647 
732E-9 1.9245 0.06452 
733E-9 1.9243 0.06434 
734E-9 1.92411 0.06415 
735E-9 1.92392 0.06397 
736E-9 1.92373 0.06379 
737E-9 1.92354 0.06361 
738E-9 1.92335 0.06343 
739E-9 1.92316 0.06325 
