lambda n k
739E-9 1.97914 0 
740E-9 1.97914 0 
741E-9 1.97913 0 
742E-9 1.97775 0 
743E-9 1.97637 0 
744E-9 1.97499 0 
745E-9 1.97362 0 
746E-9 1.97225 0 
747E-9 1.97088 0 
748E-9 1.96973 0 
749E-9 1.96973 0 
750E-9 1.96973 0 
751E-9 1.96973 0 
752E-9 1.96973 0 
753E-9 1.96904 0 
754E-9 1.9677 0 
755E-9 1.96659 0 
756E-9 1.96659 0 
757E-9 1.96659 0 
758E-9 1.96443 0 
759E-9 1.96178 0 
760E-9 1.96031 0 
761E-9 1.96031 0 
762E-9 1.96024 0 
763E-9 1.95893 0 
764E-9 1.95762 0 
765E-9 1.95718 0 
766E-9 1.95718 0 
767E-9 1.95686 0 
768E-9 1.95557 0 
769E-9 1.95428 0 
770E-9 1.953 0 
771E-9 1.95171 0 
772E-9 1.9509 0 
773E-9 1.9509 0 
774E-9 1.9509 0 
775E-9 1.95204 0 
776E-9 1.95331 0 
777E-9 1.95244 0 
778E-9 1.94866 0 
779E-9 1.94489 0 
780E-9 1.94462 0 
781E-9 1.94462 0 
782E-9 1.94515 0 
783E-9 1.94639 0 
784E-9 1.94763 0 
785E-9 1.94556 0 
786E-9 1.94309 0 
787E-9 1.94192 0 
788E-9 1.94314 0 
789E-9 1.94437 0 
790E-9 1.94366 0 
791E-9 1.94244 0 
792E-9 1.94096 0 
793E-9 1.93854 0 
794E-9 1.93612 0 
795E-9 1.93521 0 
796E-9 1.93521 0 
797E-9 1.93519 0 
798E-9 1.934 0 
799E-9 1.9328 0 
800E-9 1.93207 0 
