lambda n k
835E-9 1.61255 0.09701 
836E-9 1.61255 0.09721 
837E-9 1.61255 0.0974 
838E-9 1.61255 0.0976 
839E-9 1.61255 0.09779 
840E-9 1.61255 0.09799 
841E-9 1.61255 0.09819 
842E-9 1.61255 0.09837 
843E-9 1.61255 0.09854 
844E-9 1.61255 0.09872 
845E-9 1.61255 0.0989 
846E-9 1.61255 0.09908 
847E-9 1.61255 0.09925 
848E-9 1.61255 0.09943 
849E-9 1.61255 0.09961 
850E-9 1.61255 0.09979 
851E-9 1.61255 0.09997 
852E-9 1.61255 0.10014 
853E-9 1.61255 0.10032 
854E-9 1.61255 0.1005 
855E-9 1.61255 0.10068 
856E-9 1.61255 0.10085 
857E-9 1.61255 0.10103 
858E-9 1.61255 0.10121 
859E-9 1.61255 0.10139 
860E-9 1.61255 0.10156 
861E-9 1.61255 0.10174 
862E-9 1.61255 0.10192 
863E-9 1.61255 0.1021 
864E-9 1.61255 0.10227 
865E-9 1.61255 0.10245 
866E-9 1.61255 0.10263 
867E-9 1.61249 0.10281 
868E-9 1.61243 0.10298 
869E-9 1.61237 0.10316 
870E-9 1.61231 0.10334 
871E-9 1.61225 0.10352 
872E-9 1.61219 0.10369 
873E-9 1.61213 0.10387 
874E-9 1.61207 0.10405 
875E-9 1.612 0.10423 
876E-9 1.61194 0.10441 
877E-9 1.61188 0.1046 
878E-9 1.61182 0.10478 
879E-9 1.61176 0.10496 
880E-9 1.6117 0.10515 
881E-9 1.61164 0.10533 
882E-9 1.61158 0.10551 
883E-9 1.61152 0.1057 
884E-9 1.61146 0.10588 
885E-9 1.6114 0.10606 
886E-9 1.61134 0.10625 
887E-9 1.61128 0.10643 
888E-9 1.61122 0.10661 
889E-9 1.61115 0.1068 
890E-9 1.61109 0.10698 
891E-9 1.61103 0.10716 
892E-9 1.61097 0.10735 
893E-9 1.61091 0.10753 
894E-9 1.61086 0.10771 
895E-9 1.61086 0.1079 
896E-9 1.61086 0.10808 
897E-9 1.61086 0.10826 
898E-9 1.61086 0.10845 
899E-9 1.61086 0.10863 
900E-9 1.61086 0.10881 
901E-9 1.61086 0.109 
902E-9 1.61086 0.10917 
903E-9 1.61086 0.10931 
904E-9 1.61086 0.10946 
905E-9 1.61086 0.1096 
906E-9 1.61086 0.10975 
907E-9 1.61086 0.10989 
908E-9 1.61086 0.11004 
909E-9 1.61086 0.11018 
910E-9 1.61086 0.11032 
911E-9 1.61086 0.11047 
912E-9 1.61086 0.11061 
913E-9 1.61086 0.11076 
914E-9 1.61086 0.1109 
915E-9 1.61086 0.11105 
916E-9 1.61086 0.11119 
917E-9 1.61086 0.11133 
918E-9 1.61086 0.11148 
919E-9 1.61086 0.11162 
920E-9 1.61086 0.11177 
921E-9 1.61086 0.11191 
922E-9 1.61086 0.11206 
923E-9 1.61086 0.1122 
924E-9 1.61086 0.11234 
925E-9 1.61086 0.11249 
926E-9 1.61086 0.11263 
927E-9 1.61086 0.11278 
928E-9 1.61086 0.11292 
929E-9 1.61086 0.11307 
930E-9 1.61086 0.11321 
931E-9 1.61086 0.11335 
932E-9 1.61086 0.1135 
933E-9 1.61086 0.11364 
934E-9 1.61086 0.11379 
935E-9 1.61086 0.11393 
936E-9 1.61086 0.11408 
937E-9 1.61086 0.11422 
938E-9 1.61086 0.11436 
939E-9 1.61086 0.11451 
940E-9 1.61086 0.11465 
941E-9 1.61086 0.11479 
942E-9 1.61086 0.11493 
943E-9 1.61076 0.11508 
944E-9 1.61066 0.11522 
945E-9 1.61055 0.11536 
946E-9 1.61045 0.11551 
947E-9 1.61035 0.11565 
948E-9 1.61024 0.11579 
949E-9 1.61014 0.11593 
950E-9 1.61003 0.11608 
951E-9 1.60993 0.11622 
952E-9 1.60983 0.11636 
953E-9 1.60972 0.11651 
954E-9 1.60962 0.11665 
955E-9 1.60952 0.11679 
956E-9 1.60941 0.11693 
957E-9 1.60931 0.11708 
958E-9 1.6092 0.11722 
959E-9 1.6091 0.11736 
960E-9 1.609 0.1175 
961E-9 1.60889 0.11765 
962E-9 1.60879 0.11779 
963E-9 1.60869 0.11793 
964E-9 1.60858 0.11808 
965E-9 1.60848 0.11822 
966E-9 1.60838 0.11836 
967E-9 1.60827 0.1185 
968E-9 1.60817 0.11865 
969E-9 1.60806 0.11879 
970E-9 1.60796 0.11893 
971E-9 1.60786 0.11908 
972E-9 1.60775 0.11922 
973E-9 1.60765 0.11936 
974E-9 1.60755 0.1195 
975E-9 1.60744 0.11965 
976E-9 1.60745 0.11979 
977E-9 1.60754 0.11993 
978E-9 1.60763 0.12008 
979E-9 1.60772 0.12022 
980E-9 1.60781 0.12036 
981E-9 1.6079 0.12051 
982E-9 1.608 0.12065 
983E-9 1.60809 0.1208 
984E-9 1.60818 0.12094 
985E-9 1.60827 0.12109 
986E-9 1.60836 0.12123 
987E-9 1.60845 0.12138 
988E-9 1.60854 0.12152 
989E-9 1.60863 0.12167 
990E-9 1.60872 0.12181 
991E-9 1.60882 0.12196 
992E-9 1.60891 0.12211 
993E-9 1.609 0.12225 
994E-9 1.60907 0.1224 
995E-9 1.60816 0.12254 
996E-9 1.60725 0.12269 
997E-9 1.60634 0.12283 
998E-9 1.60543 0.12298 
999E-9 1.60452 0.12312 
1000E-9 1.60361 0.12327 
