lambda n k
652E-9 2.3822 0.23117 
653E-9 2.38255 0.221 
654E-9 2.38217 0.21105 
655E-9 2.3815 0.20122 
656E-9 2.38041 0.19155 
657E-9 2.37879 0.18217 
658E-9 2.37693 0.17293 
659E-9 2.37461 0.164 
660E-9 2.37197 0.15534 
661E-9 2.36912 0.14686 
662E-9 2.36584 0.13881 
663E-9 2.36238 0.13098 
664E-9 2.35871 0.12341 
665E-9 2.35475 0.11627 
666E-9 2.35068 0.10934 
667E-9 2.34643 0.10275 
668E-9 2.34202 0.09651 
669E-9 2.33754 0.09048 
670E-9 2.33292 0.08487 
671E-9 2.32824 0.0795 
672E-9 2.32352 0.07436 
673E-9 2.31874 0.06965 
674E-9 2.31395 0.06511 
675E-9 2.30914 0.06085 
676E-9 2.30435 0.0569 
677E-9 2.29956 0.05312 
678E-9 2.29481 0.04965 
679E-9 2.29011 0.04638 
680E-9 2.28543 0.04326 
681E-9 2.28084 0.04047 
682E-9 2.27629 0.0378 
683E-9 2.27181 0.03531 
684E-9 2.26743 0.03304 
685E-9 2.26309 0.03088 
686E-9 2.25886 0.02891 
687E-9 2.25471 0.02708 
688E-9 2.25062 0.02534 
689E-9 2.24667 0.02379 
690E-9 2.24277 0.02232 
691E-9 2.23895 0.02095 
692E-9 2.23526 0.01971 
693E-9 2.23163 0.01854 
694E-9 2.22809 0.01746 
695E-9 2.22465 0.01647 
696E-9 2.22126 0.01553 
697E-9 2.21799 0.01468 
698E-9 2.21479 0.01389 
699E-9 2.21164 0.01313 
700E-9 2.20862 0.01246 
701E-9 2.20564 0.01182 
702E-9 2.20274 0.01122 
703E-9 2.19992 0.01067 
704E-9 2.19715 0.01015 
705E-9 2.19446 0.00967 
706E-9 2.19184 0.00922 
707E-9 2.18926 0.00879 
708E-9 2.18677 0.00841 
709E-9 2.18431 0.00803 
710E-9 2.18191 0.00768 
711E-9 2.17958 0.00736 
712E-9 2.17729 0.00705 
713E-9 2.17505 0.00675 
714E-9 2.17286 0.00648 
715E-9 2.17071 0.00622 
716E-9 2.16862 0.00597 
717E-9 2.16656 0.00574 
718E-9 2.16454 0.00551 
719E-9 2.16257 0.00531 
720E-9 2.16063 0.0051 
721E-9 2.15873 0.00491 
722E-9 2.15687 0.00473 
723E-9 2.15504 0.00456 
724E-9 2.15324 0.00439 
725E-9 2.15148 0.00423 
726E-9 2.14974 0.00408 
727E-9 2.14805 0.00394 
728E-9 2.14638 0.0038 
729E-9 2.14473 0.00366 
730E-9 2.14312 0.00354 
731E-9 2.14153 0.00341 
732E-9 2.13997 0.0033 
733E-9 2.13844 0.00318 
734E-9 2.13692 0.00308 
735E-9 2.13544 0.00297 
736E-9 2.13397 0.00287 
737E-9 2.13253 0.00278 
738E-9 2.13111 0.00269 
739E-9 2.12971 0.0026 
740E-9 2.12833 0.00251 
741E-9 2.12698 0.00243 
742E-9 2.12564 0.00235 
743E-9 2.12432 0.00227 
744E-9 2.12302 0.0022 
745E-9 2.12173 0.00213 
746E-9 2.12048 0.00206 
747E-9 2.11923 0.002 
748E-9 2.118 0.00193 
749E-9 2.11679 0.00187 
750E-9 2.11559 0.00181 
751E-9 2.11441 0.00176 
752E-9 2.11325 0.0017 
753E-9 2.11209 0.00165 
754E-9 2.11096 0.0016 
755E-9 2.10984 0.00155 
756E-9 2.10873 0.0015 
757E-9 2.10764 0.00146 
758E-9 2.10656 0.00141 
759E-9 2.10549 0.00137 
760E-9 2.10444 0.00133 
761E-9 2.1034 0.00129 
762E-9 2.10237 0.00125 
763E-9 2.10136 0.00121 
764E-9 2.10035 0.00118 
765E-9 2.09936 0.00114 
766E-9 2.09838 0.00111 
767E-9 2.09741 0.00108 
768E-9 2.09646 0.00105 
769E-9 2.09551 0.00102 
770E-9 2.09457 9.87463E-4 
771E-9 2.09365 9.59237E-4 
772E-9 2.09273 9.31597E-4 
773E-9 2.09183 9.05676E-4 
774E-9 2.09093 8.80077E-4 
775E-9 2.09004 8.54787E-4 
776E-9 2.08917 8.31258E-4 
777E-9 2.0883 8.08081E-4 
778E-9 2.08744 7.85316E-4 
779E-9 2.08659 7.6352E-4 
780E-9 2.08575 7.42252E-4 
781E-9 2.08492 7.22015E-4 
782E-9 2.0841 7.02159E-4 
783E-9 2.08328 6.82581E-4 
784E-9 2.08247 6.64238E-4 
785E-9 2.08168 6.46173E-4 
786E-9 2.08088 6.28462E-4 
787E-9 2.0801 6.11838E-4 
788E-9 2.07933 5.95567E-4 
789E-9 2.07856 5.79751E-4 
790E-9 2.0778 5.64377E-4 
791E-9 2.07704 5.49267E-4 
792E-9 2.0763 5.34714E-4 
793E-9 2.07556 5.20501E-4 
794E-9 2.07483 5.06579E-4 
795E-9 2.0741 4.93871E-4 
796E-9 2.07338 4.81214E-4 
797E-9 2.07267 4.68556E-4 
798E-9 2.07197 4.56403E-4 
799E-9 2.07127 4.44515E-4 
800E-9 2.07058 4.33122E-4 
